title,address,Latitude,Longtitude,image
普天宮(大關公廟),"No. 66號, Lane 306, Gaofeng Rd, East District, Hsinchu City, Taiwan 300",24.7804561,120.9788097,HotSpot_pic/普天宮(大關公廟).jpg
新竹市護城河親水公園,"300, Taiwan, Hsinchu City, East District, Zhongyang Rd, 與號府後街 交叉口 Hsinchu Moat Park",24.8064709,120.9706268,HotSpot_pic/新竹市護城河親水公園.jpg
內灣老街,"Zhongzheng Rd, Hengshan Township, Hsinchu County, Taiwan 312",24.7052146,121.1823397,HotSpot_pic/內灣老街.jpg
北埔冷泉,"Beipu Cold Spring, Beipu Township, Hsinchu County, Taiwan 314",24.6629944,121.0724295,HotSpot_pic/北埔冷泉.jpg
獅頭山風景區,"Emei Township, Hsinchu County, Taiwan 315",24.6551438,121.0245361,HotSpot_pic/獅頭山風景區.jpg
五指山,"Wuzhishan City, Hainan, China",18.7751499,109.51696,HotSpot_pic/五指山.jpg
司馬庫斯神木群,"Smangus Giant Trees, Jianshi Township, Hsinchu County, Taiwan 313",24.5751392,121.3663543,HotSpot_pic/司馬庫斯神木群.jpg
宇老觀景台,"313, Taiwan, Hsinchu County, Jianshi Township, 玉峰村1鄰1號",24.667653,121.281963,HotSpot_pic/宇老觀景台.jpg
王禪老祖鬼谷仙師廟,"314, Taiwan, Hsinchu County, Beipu Township, 埔尾村王禪老祖路1號",24.7141459,121.0439988,HotSpot_pic/王禪老祖鬼谷仙師廟.jpg
北埔老街,"Beipu St, Beipu Township, Hsinchu County, Taiwan 314",24.6998161,121.0572201,HotSpot_pic/北埔老街.jpg
新竹火車站,"300 Hsinchu, No. 445號, Section 2, Zhonghua Rd, East District, Hsinchu City, Taiwan 300",24.8015877,120.9715883,HotSpot_pic/新竹火車站.jpg
張學良文化園區（張學良故居）,"311, Taiwan, Hsinchu County, Wufeng Township, 256-6號",24.5724819,121.1054503,HotSpot_pic/張學良文化園區（張學良故居）.jpg
湖口老街,"Hukoulao St, Hukou Township, Hsinchu County, Taiwan 303",24.8768721,121.0551483,HotSpot_pic/湖口老街.jpg
內灣合興車站（愛情火車站）,"Neiwan Line, Hsinchu County, Taiwan",24.722336,121.1296038,HotSpot_pic/內灣合興車站（愛情火車站）.jpg
新竹都城隍廟,"No. 75號, Zhongshan Rd, North District, Hsinchu City, Taiwan 300",24.8045047,120.9658784,HotSpot_pic/新竹都城隍廟.jpg
綠世界生態農場(原綠世界休閒農場),"Green World Ecological Farm, No. 20號隘子7鄰 Beipu Township, Hsinchu County, Taiwan 314",24.6988096,121.071096,HotSpot_pic/綠世界生態農場(原綠世界休閒農場).jpg
鯉魚潭水庫,"367, Taiwan, Miaoli County, Zhuolan Township, 106號",24.3415543,120.7823325,HotSpot_pic/鯉魚潭水庫.jpg
向天湖,"353, Taiwan, 苗栗縣南庄鄉向天湖",24.5831367,121.0343163,HotSpot_pic/向天湖.jpg
明德水庫風景區,"No. 90-1, Mingde Rd, Touwu Township, Miaoli County, Taiwan 362",24.584586,120.886779,HotSpot_pic/明德水庫風景區.jpg
大湖草莓文化館(大湖酒莊),"364, Taiwan, Miaoli County, Dahu Township, 2-4號",24.4290872,120.8681222,HotSpot_pic/大湖草莓文化館(大湖酒莊).jpg
功維敘隧道（苗栗隧道）,"360, Taiwan, Miaoli County, Miaoli City, 三湖道76-5號",24.5543568,120.8109621,HotSpot_pic/功維敘隧道（苗栗隧道）.jpg
火炎山溫泉遊樂區(原台灣少林寺),Taiwan,23.69781,120.960515,HotSpot_pic/火炎山溫泉遊樂區(原台灣少林寺).jpg
台灣油礦陳列館(出磺坑),"363, Taiwan, Miaoli County, Gongguan Township, 36號",24.4600489,120.8560819,HotSpot_pic/台灣油礦陳列館(出磺坑).jpg
南庄老街-桂花巷,"Nanzhuang Township, Miaoli County, Taiwan 353",24.5993184,120.9992815,HotSpot_pic/南庄老街-桂花巷.jpg
外埔漁港,"Wai-pu Fishing Harbor, Taiwan",24.6514213,120.7712716,HotSpot_pic/外埔漁港.jpg
崎頂隧道,"350, Taiwan, Miaoli County, Zhunan Township, 崎頂隧道",24.7212986,120.8703164,HotSpot_pic/崎頂隧道.jpg
日新島,"Rixindao, No. 54-6, Mingde Rd, Touwu Township, Miaoli County, Taiwan 362",24.5879486,120.8903206,HotSpot_pic/日新島.jpg
西湖渡假村,"367, Taiwan, Miaoli County, Sanyi Township, 西湖11號",24.389642,120.761752,HotSpot_pic/西湖渡假村.jpg
雅聞七里香玫瑰森林,"No. 226, Mingde Rd, Touwu Township, Miaoli County, Taiwan 362",24.6000795,120.8852242,HotSpot_pic/雅聞七里香玫瑰森林.jpg
南庄老街-康濟吊橋（南庄吊橋）,"Nanzhuang Township, Miaoli County, Taiwan 353",24.5993184,120.9992815,HotSpot_pic/南庄老街-康濟吊橋（南庄吊橋）.jpg
龍騰斷橋,"367, Taiwan, Miaoli County, Sanyi Township, 苗49鄉道",24.3585179,120.7740367,HotSpot_pic/龍騰斷橋.jpg
火炎山,"358, Taiwan, 苗栗縣苑裡鎮火炎山",24.362964,120.725818,HotSpot_pic/火炎山.jpg
南庄老街,"No. 6, 文化路南庄鄉苗栗縣 Taiwan 353",24.6002826,120.9991081,HotSpot_pic/南庄老街.jpg
勤美誠品綠園道(草悟道),"403, Taiwan, Taichung City, West District, Gongyi Rd, 68號草悟道",24.1513417,120.6632029,HotSpot_pic/勤美誠品綠園道(草悟道).jpg
大里龍貓車站,"No. 133, Qiaocheng Rd, Dali District, Taichung City, Taiwan 412",24.1234021,120.689934,HotSpot_pic/大里龍貓車站.jpg
霧峰落羽松秘境,"Wufeng District, Taichung City, Taiwan 413",24.044318,120.7350013,HotSpot_pic/霧峰落羽松秘境.jpg
柳川藍帶水岸(親水河岸),"400, Taiwan, Taichung City, Central District, Section 3, Liuchuan E Rd, 7號柳川藍帶水岸",24.1425932,120.6770791,HotSpot_pic/柳川藍帶水岸(親水河岸).jpg
心之芳庭,"No. 1號, Fangting Rd, Beitun District, Taichung City, Taiwan 406",24.1622626,120.7676748,HotSpot_pic/心之芳庭.jpg
國立自然科學博物館,"No. 1號, Guanqian Rd, North District, Taichung City, Taiwan 404",24.1572335,120.6660606,HotSpot_pic/國立自然科學博物館.jpg
大安海水浴場濱海樂園,"439, Taiwan, Taichung City, Da'an District, Beishan Rd, 86號巷1號",24.384118,120.5848747,HotSpot_pic/大安海水浴場濱海樂園.jpg
新社莊園（新社古堡）,"No. 23號, Xiezhong St, Xinshe District, Taichung City, Taiwan 426",24.1880699,120.8133518,HotSpot_pic/新社莊園（新社古堡）.jpg
梧棲觀光漁市,"Wuqi District, Taichung City, Taiwan 435",24.2490793,120.5386546,HotSpot_pic/梧棲觀光漁市.jpg
酒桶山,"411, Taiwan, 台中市太平區酒桶山",24.137973,120.817832,HotSpot_pic/酒桶山.jpg
台中動漫彩繪巷,"Lane 100, Linsen Rd, West District, Taichung City, Taiwan 403",24.1383507,120.6704456,HotSpot_pic/台中動漫彩繪巷.jpg
后豐鐵馬道,"Section 3, Guofeng Rd, Fengyuan District, Taichung City, Taiwan 420",24.271924,120.7402111,HotSpot_pic/后豐鐵馬道.jpg
台中觀光酒廠,"Taichung City, Taiwan",24.1477358,120.6736482,HotSpot_pic/台中觀光酒廠.jpg
台灣省議會紀念園區,"Democratic Assembly Affairs Park (Former Taiwan Provincial Consultative Council), No. 734號, Zhongzheng Rd, Wufeng District, Taichung City, Taiwan 413015",24.0545471,120.6968843,HotSpot_pic/台灣省議會紀念園區.jpg
審計新村,"403, Taiwan, 台中市西區審計新村",24.1446116,120.6628411,HotSpot_pic/審計新村.jpg
第二市場,"No. 87號, Section 2, Sanmin Rd, Central District, Taichung City, Taiwan 400",24.1424184,120.678757,HotSpot_pic/第二市場.jpg
泰安舊火車站(泰安鐵道文化園區),"Tai'an Old railway station, Houli District, Taichung City, Taiwan 421",24.3228605,120.749065,HotSpot_pic/泰安舊火車站(泰安鐵道文化園區).jpg
益健乳羊牧場,"No. 63號, Lane 1215, Duhuiyuan Rd, Xitun District, Taichung City, Taiwan 407",24.2052456,120.5955525,HotSpot_pic/益健乳羊牧場.jpg
鹿港摸乳巷,"505, Taiwan, Changhua County, Lukang Township, 摸乳巷",24.0517509,120.4322058,HotSpot_pic/鹿港摸乳巷.jpg
八卦山大佛風景區,"No. 31號, Wenquan Rd, Changhua City, Changhua County, Taiwan 500",24.0784879,120.5488211,HotSpot_pic/八卦山大佛風景區.jpg
芳苑燈塔（王功燈塔）,"528, Taiwan, Changhua County, Fangyuan Township, 漁港七路146號",23.9711299,120.3241636,HotSpot_pic/芳苑燈塔（王功燈塔）.jpg
挑水古道,"502, Taiwan, Changhua County, Fenyuan Township, 挑水古道",23.9675669,120.6344765,HotSpot_pic/挑水古道.jpg
清水岩森林遊憩區,"Qingshuiyan Forest Recreation Area, Shetou Township, Changhua County, Taiwan 511",23.8851605,120.6136601,HotSpot_pic/清水岩森林遊憩區.jpg
高鐵彰化站,"Changhua Station, No. 99, Section 2, Zhanqu Rd, Tianzhong Township, Changhua County, Taiwan 520",23.87424,120.57453,HotSpot_pic/高鐵彰化站.jpg
百果山風景區,"510, Taiwan, 彰化縣員林市百果山",23.95002,120.605557,HotSpot_pic/百果山風景區.jpg
塭仔村漁港（塭仔港）,"Yugang Rd, Xianxi Township, Changhua County, Taiwan 507",24.1256366,120.4379647,HotSpot_pic/塭仔村漁港（塭仔港）.jpg
藤山步道,"Tengshan Trail, No. 394, Yuannan Rd, Yuanlin City, Changhua County, Taiwan 510",23.9366362,120.6275835,HotSpot_pic/藤山步道.jpg
王功漁港（王功漁火碼頭）,"528, Taiwan, Changhua County, Fangyuan Township, 彰化縣芳苑鄉",23.968552,120.32592,HotSpot_pic/王功漁港（王功漁火碼頭）.jpg
永樂街形象商圈,"Yongle St, Changhua City, Changhua County, Taiwan 500",24.0765957,120.5410112,HotSpot_pic/永樂街形象商圈.jpg
不老泉,"No. 1, Section 2, Gongyuan Rd, Changhua City, Changhua County, Taiwan 500",24.0744913,120.557074,HotSpot_pic/不老泉.jpg
芬園台14丁線．黃花風鈴木花季,"Taiwan, Changhua County, Fenyuan Township, 台14丁線",23.9861051,120.6407649,HotSpot_pic/芬園台14丁線．黃花風鈴木花季.jpg
王功風力發電區,"528, Taiwan, Changhua County, Fangyuan Township, 王功小型風力發電廠",23.9836384,120.3394314,HotSpot_pic/王功風力發電區.jpg
鹿港天后宮,"No. 430號, Zhongshan Rd, Lukang Township, Changhua County, Taiwan 505",24.0593071,120.4314407,HotSpot_pic/鹿港天后宮.jpg
福田賞桐生態園區,"No. 638號, Fuxing Rd, Changhua City, Changhua County, Taiwan 500",24.0421455,120.5957163,HotSpot_pic/福田賞桐生態園區.jpg
松柏嶺-受天宮,"No. 118號, Songshan St, Mingjian Township, Nantou County, Taiwan 551",23.8318501,120.6308432,HotSpot_pic/松柏嶺-受天宮.jpg
大崙山觀光茶園（銀杏森林、銀杏林觀光茶園）,"558, Taiwan, Nantou County, Lugu Township, 羊灣巷800-1號",23.6799302,120.7626458,HotSpot_pic/大崙山觀光茶園（銀杏森林、銀杏林觀光茶園）.jpg
台灣地理中心碑,"No. 421號, Section 1, Zhongshan Rd, Puli Township, Nantou County, Taiwan 545",23.9739881,120.9798175,HotSpot_pic/台灣地理中心碑.jpg
埔里酒廠,"Puli Township, Nantou County, Taiwan 545",23.9932872,120.9646866,HotSpot_pic/埔里酒廠.jpg
九份二山．傾斜屋,"Jiufenershan National Earthquake Memorial Place, 石巷 Guoxing Township, Nantou County, Taiwan 544",23.9607343,120.8499299,HotSpot_pic/九份二山．傾斜屋.jpg
碧湖(萬大水庫),"Wan-ta Reservoir, Ren’ai Township, Nantou County, Taiwan 546",23.9991367,121.1352393,HotSpot_pic/碧湖(萬大水庫).jpg
廬山溫泉,"Lu-shan Hot Spring, Ren’ai Township, Nantou County, Taiwan 546",24.0225,121.1863889,HotSpot_pic/廬山溫泉.jpg
新中橫塔塔加遊憩區,"556, Taiwan, 南投縣信義鄉塔塔加鞍部",23.4758352,120.8999932,HotSpot_pic/新中橫塔塔加遊憩區.jpg
溪頭自然教育園區（溪頭森林遊樂區）,"558, Taiwan, Nantou County, Lugu Township, 森林巷9號",23.6745178,120.7972515,HotSpot_pic/溪頭自然教育園區（溪頭森林遊樂區）.jpg
天空之橋（微笑天梯）,"Houtanjing Sky Bridge, No. 300號, Houtanjing St, Nantou City, Nantou County, Taiwan 540",23.9084478,120.6315992,HotSpot_pic/天空之橋（微笑天梯）.jpg
坪瀨琉璃光之橋健行園區．彩虹玻璃吊橋,"556, Taiwan, Nantou County, Xinyi Township, Yushan Rd, 47號 信義鄉愛國村玻璃吊橋",23.6967966,120.8545567,HotSpot_pic/坪瀨琉璃光之橋健行園區．彩虹玻璃吊橋.jpg
寶湖宮地母廟,"No. 94, Pipa Rd, Puli Township, Nantou County, Taiwan 545",23.9514518,120.9894656,HotSpot_pic/寶湖宮地母廟.jpg
糯米橋,"Guoxing Rd, Guoxing Township, Nantou County, Taiwan 544",24.0585088,120.9065125,HotSpot_pic/糯米橋.jpg
靈巖山寺,"No. 105-1, Zhongzheng Rd, Puli Township, Nantou County, Taiwan 545",23.9399765,120.9768655,HotSpot_pic/靈巖山寺.jpg
草嶺風景區（草嶺地質公園）,"Caolingdizhi Park, Gukeng Township, Yunlin County, Taiwan 646",23.5849905,120.694597,HotSpot_pic/草嶺風景區（草嶺地質公園）.jpg
建德寺地母廟（靈台山建德寺）,"646, Taiwan, Yunlin County, Gukeng Township, 5號",23.6539825,120.5913978,HotSpot_pic/建德寺地母廟（靈台山建德寺）.jpg
雲林布袋戲館,"No. 498號, Section 1, Linsen Rd, Huwei Township, Yunlin County, Taiwan 632",23.709297,120.4335627,HotSpot_pic/雲林布袋戲館.jpg
古坑綠色隧道,"646, Taiwan, Yunlin County, Gukeng Township, 湳仔路",23.659291,120.5409846,HotSpot_pic/古坑綠色隧道.jpg
樟湖風景區,"No. 646, Qingshuixi Bridge, Gukeng Township, Yunlin County, Taiwan 646",23.5996609,120.6562883,HotSpot_pic/樟湖風景區.jpg
雲林高鐵站,"Taiwan High Speed Rail Yunlin Station, No. 301, Zhangqian E Rd, Huwei Township, Yunlin County, Taiwan 632",23.7363,120.4165,HotSpot_pic/雲林高鐵站.jpg
四湖參天宮,"No. 87號, Guansheng Rd, Sihu Township, Yunlin County, Taiwan 654",23.6396214,120.2264538,HotSpot_pic/四湖參天宮.jpg
他里霧文化園區,"No. 27號, Nanchang Rd, Dounan Township, Yunlin County, Taiwan 630",23.6739587,120.4813354,HotSpot_pic/他里霧文化園區.jpg
雲中街文創聚落,"No. 12～18號, Yunzhong St, Douliu City, Yunlin County, Taiwan 640",23.7087884,120.5397954,HotSpot_pic/雲中街文創聚落.jpg
馬鳴山鎮安宮,"634, Taiwan, Yunlin County, Baozhong Township, 馬鳴村鎮安路31號",23.6996206,120.2782884,HotSpot_pic/馬鳴山鎮安宮.jpg
澄霖沉香味道森林館,"632, Taiwan, Yunlin County, Huwei Township, 惠來75-6號",23.730013,120.495705,HotSpot_pic/澄霖沉香味道森林館.jpg
雅聞峇里海岸觀光工廠,"No. 333號, Zhongxing Rd, Douliu City, Yunlin County, Taiwan 640",23.7297802,120.5695953,HotSpot_pic/雅聞峇里海岸觀光工廠.jpg
千巧谷牛樂園牧場,"No. 182之32號, Dongxing Rd, Lunbei Township, Yunlin County, Taiwan 637",23.7611476,120.3655914,HotSpot_pic/千巧谷牛樂園牧場.jpg
五年千歲公園,"Wunian Qiansui Park, No. 31號, Zhenan Rd, Baozhong Township, Yunlin County, Taiwan 63442",23.6988507,120.2774771,HotSpot_pic/五年千歲公園.jpg
萡子寮濱海遊憩區(萡子寮漁港),"Taiwan, 箔子寮漁港",23.61873975,120.1369172,HotSpot_pic/萡子寮濱海遊憩區(萡子寮漁港).jpg
青埔落羽松秘境,"632, Taiwan, Yunlin County, Huwei Township, 青埔2之29號青埔落羽松秘境",23.7015105,120.4456054,HotSpot_pic/青埔落羽松秘境.jpg
湖山岩,"640, Taiwan, 雲林縣斗六市湖山岩",23.708865,120.606964,HotSpot_pic/湖山岩.jpg
半天岩紫雲寺,"602, Taiwan, Chiayi County, Fanlu Township, 6號",23.462381,120.595275,HotSpot_pic/半天岩紫雲寺.jpg
蘭潭水庫(蘭潭風景區),"Xiaoya Rd, East District, Chiayi City, Taiwan 600",23.4664382,120.4792412,HotSpot_pic/蘭潭水庫(蘭潭風景區).jpg
瑞里風景區,"Meishan Township, Chiayi County, Taiwan 603",23.5400401,120.6678971,HotSpot_pic/瑞里風景區.jpg
東石漁港,"Taiwan, 東石漁港",23.45071858,120.1376391,HotSpot_pic/東石漁港.jpg
達娜伊谷自然生態公園,"Danaiku Nature Ecological Park, No. 51號3鄰 Alishan Township, Chiayi County, Taiwan 605",23.3788726,120.6779253,HotSpot_pic/達娜伊谷自然生態公園.jpg
布袋漁港觀光漁市,"No. 3號, Zhongshan Rd, Budai Township, Chiayi County, Taiwan 625",23.379479,120.155564,HotSpot_pic/布袋漁港觀光漁市.jpg
嘉義樹木園,"Chiayi Botanical Garden, No. 270王田里山子頂 East District, Chiayi City, Taiwan 600",23.4839311,120.4678016,HotSpot_pic/嘉義樹木園.jpg
觀音瀑布,"Zhuqi Township, Chiayi County, Taiwan 604",23.5070789,120.6211259,HotSpot_pic/觀音瀑布.jpg
阿里山森林遊樂區,"605, Taiwan, Chiayi County, Alishan Township, 59號 Alishan National Forest Recreation Area",23.5109539,120.8034992,HotSpot_pic/阿里山森林遊樂區.jpg
梅山公園,"Meishan Park, No. 9-1號梅仔山 Meishan Township, Chiayi County, Taiwan 603",23.5787816,120.5570154,HotSpot_pic/梅山公園.jpg
圓潭自然生態園區(圓潭遊客中心),"603, Taiwan, Chiayi County, Zhuqi Township, 86之1號",23.5294985,120.6595534,HotSpot_pic/圓潭自然生態園區(圓潭遊客中心).jpg
奮起湖,"Fenchihu Lake, Chiayi County, Taiwan",23.5064295,120.7005044,HotSpot_pic/奮起湖.jpg
阿里山森林鐵路車庫園區,"No. 2號, Linsen W Rd, East District, Chiayi City, Taiwan 600",23.4863428,120.4512608,HotSpot_pic/阿里山森林鐵路車庫園區.jpg
阿里山神木遺跡,"Alishan Township, Chiayi County, Taiwan 605",23.5191561,120.8066055,HotSpot_pic/阿里山神木遺跡.jpg
森林之歌,"Wenhua Rd, East District, Chiayi City, Taiwan 600",23.486649,120.448254,HotSpot_pic/森林之歌.jpg
竹崎親水公園,"Zhuqi Riverside Park, Zhonghua Rd, Zhuqi Township, Chiayi County, Taiwan 604",23.524267,120.5471835,HotSpot_pic/竹崎親水公園.jpg
文峰遊客中心,"604, Taiwan, Chiayi County, Zhuqi Township, 22號",23.516703,120.5937635,HotSpot_pic/文峰遊客中心.jpg
